,index,facility_id,Longitude,Latitude
777,38502,7344011,-122.725,45.65
778,38657,6468611,-71.512,42.129
779,38664,6049311,-71.516,42.06
780,38678,6066411,-72.015,42.112
781,38692,9018711,-89.036,42.583
782,38710,6877711,-89.029,42.583
783,38714,2474411,-81.633,29.734
784,38742,6993011,-89.927,34.336
785,38762,7240911,-71.069,42.39
786,38806,5229511,-103.354,32.714
787,38820,14627711,-103.31,32.73
788,38832,5228411,-103.302,32.715
789,38853,7467711,-89.46,43.015
790,38855,7454711,-89.05,42.976
791,38861,554911,-85.7,30.268
792,38936,5058811,-71.106,41.865
793,38971,5057311,-70.999,41.673
794,38985,6624211,-71.124,41.831
795,38992,5058411,-71.192,41.71
796,39141,6998911,-91.538,39.307
797,39190,6998211,-91.833,39.148
798,39226,4174811,-84.657,42.692
799,39431,6732411,-95.946,41.33
800,39481,6732511,-95.922,41.252
801,39731,9455211,-89.946,31.599
802,39785,4919711,-121.402,38.532
803,40388,7053111,-89.42,33.288
804,40564,9091411,-120.834,45.811
805,40764,4190311,-86.424,43.942
806,40781,3943511,-119.17,34.131
807,40843,5705211,-119.251,34.207
808,40929,7888311,-83.344,41.89
809,41289,7285811,-83.449,41.792
810,42205,17414411,-121.765,38.017
811,42274,10296711,-119.593,35.295
812,42291,10295611,-119.47,35.28
813,42376,361111,-119.585,35.21
814,42431,17611,-119.648,36.27
815,44685,7422511,-83.181,42.124
816,44775,6180011,-85.435,44.261
817,44843,7778411,-87.395,46.579
818,45203,7779711,-87.391,46.531
819,45574,1405711,-121.387,38.088
820,45581,14090111,-121.125,37.731
821,45615,10009011,-121.491,37.711
822,46347,15863611,-120.584,36.654
823,46415,13845911,-119.744,36.692
824,46449,6515311,-120.388,36.181
825,46472,14025311,-120.896,37.488
826,46496,1218011,-121.02,37.653
827,46624,2096011,-120.864,35.953
828,46630,2096311,-120.84,35.936
829,46682,12623711,-122.366,47.086
830,46688,15472711,-116.867,47.804
831,46913,8125511,-86.204,42.912
832,47297,10098911,-117.116,33.122
833,47339,10097111,-116.941,32.564
834,47354,10099011,-116.971,32.796
835,47369,3371111,-117.165,32.88
836,47417,6212411,-122.487,48.745
837,47500,6212511,-122.274,48.99
838,47643,7181411,-90.563,34.183
839,47822,14624011,-72.836,41.448
840,48086,15588211,-73.042,41.544
841,48616,754511,-73.185,41.171
842,48652,7684911,-112.031,40.665
843,48680,7559311,-111.929,40.769
844,48729,12730611,-111.753,40.329
845,48757,4364011,-105.024,40.862
846,48804,8427711,-73.965,41.573
847,49005,7785911,-103.699,39.206
848,49017,3457111,-108.507,38.238
849,49027,16154811,-98.229,35.083
850,49034,8536511,-98.352,35.1
851,49041,1046611,-98.231,35.083
852,49119,4392711,-104.707,38.633
853,49153,5509511,-95.257,43.161
854,49250,3551511,-104.874,40.246
855,49273,4223811,-104.774,40.098
856,49304,12868211,-104.595,40.091
857,49703,4458511,-107.186,40.487
858,49747,8185411,-97.179,35.508
859,50054,9661311,-94.919,41.514
860,50093,12758911,-116.53,40.746
861,50099,778211,-105.202,40.019
862,50108,5524311,-92.42,42.441
863,50145,12806211,-92.44,42.527
864,50174,7558311,-112.58,39.509
865,50188,7302811,-119.522,39.561
866,50243,7320211,-98.324,34.542
867,50269,5494511,-93.204,43.248
868,50277,10702411,-93.293,43.094
869,50330,9093511,-111.893,39.819
870,50762,7302011,-117.153,40.881
871,50773,13414311,-114.159,35.035
872,50788,16323811,-114.133,35.054
873,50829,8416111,-95.992,36.117
874,50841,7218011,-95.934,35.983
875,50892,8186111,-95.957,35.998
876,50924,3164811,-93.529,41.558
877,50955,3164611,-93.677,41.672
878,51231,2993611,-92.749,41.753
879,51307,12806511,-93.583,42.027
880,51400,3731711,-94.347,41.113
881,51711,897211,-103.679,40.22
882,51735,3936111,-103.631,40.242
883,51752,862811,-109.894,32.058
884,52257,6815611,-114.632,36.656
885,52439,5050611,-111.08,39.379
886,52467,5050511,-111.029,39.173
887,52813,8350811,-97.675,35.47
888,52843,8209811,-119.132,39.128
889,53003,4367811,-104.575,38.208
890,53037,8518611,-99.225,36.435
891,53805,1024211,-95.934,34.683
892,53891,5066211,-110.864,39.725
893,53919,3555811,-104.965,39.808
894,54067,17744711,-75.499,39.187
895,54293,6599611,-96.461,30.722
896,54320,7742411,-85.838,38.263
897,54883,8505111,-77.168,35.132
898,55065,16584111,-93.812,33.65
899,55155,8086411,-101.332,47.287
900,55200,8086511,-101.837,47.368
901,55246,8086611,-101.816,47.222
902,55282,6173211,-93.654,47.261
903,55358,8087911,-101.213,47.067
904,55403,3699211,-84.47,33.829
905,55585,3022411,-75.539,41.482
906,55647,5729111,-94.902,29.771
907,55650,5847411,-94.923,29.752
908,55771,3776611,-80.368,40.938
909,55828,5729511,-94.991,31.94
910,55993,5506011,-84.895,39.803
911,56055,5507411,-85.308,40.621
912,56071,16862411,-96.614,33.577
913,56085,4018911,-98.14,29.624
914,56088,7720411,-97.973,29.593
915,56118,14748411,-94.257,30.303
916,56126,4925011,-95.046,29.626
917,56135,6429411,-95.11,29.816
918,56147,6616311,-95.072,29.703
919,56150,4926511,-95.535,29.942
920,56162,6422111,-95.177,29.725
921,56165,6510011,-95.232,29.719
922,56168,4057511,-95.121,29.837
923,56171,7907811,-95.041,29.695
924,56204,6509911,-95.136,29.714
925,56219,4777911,-95.223,29.819
926,56255,6429511,-95.067,29.626
927,56316,4927111,-97.991,29.781
928,56328,4863311,-96.101,32.124
929,56337,5655011,-98.372,30.558
930,56346,5613211,-94.548,32.849
931,56364,7652411,-94.723,32.922
932,56367,13389311,-94.9,31.832
933,56370,5611911,-97.31,27.608
934,56376,4189011,-97.419,27.819
935,56382,4206511,-97.428,27.814
936,56398,5678011,-101.746,35.284
937,56421,5780011,-97.258,27.889
938,56445,9071611,-97.613,30.209
939,56457,5021711,-97.612,30.304
940,56496,8515911,-102.959,31.583
941,56511,8516011,-95.899,29.264
942,56514,13392711,-96.068,29.289
943,56526,7927311,-99.176,34.083
944,56529,9051811,-97.909,33.061
945,56535,8532511,-98.612,33.135
946,56592,4478911,-87.248,38.806
947,56617,14766611,-104.392,48.21
948,56627,5860711,-96.45,33.07
949,56674,3988511,-87.478,41.674
950,56706,13597611,-94.002,44.199
951,56808,10709711,-76.16,39.72
952,57260,6275411,-93.248,44.812
953,57270,6276011,-93.042,44.782
954,57420,5632311,-95.746,29.072
955,57518,8198011,-85.175,39.656
956,57685,16600211,-81.417,35.171
957,57915,7488611,-93.109,44.933
958,57927,7362411,-87.253,38.528
959,57937,4672011,-87.266,38.521
960,58000,3721111,-81.544,31.215
961,58172,8166111,-87.715,37.905
962,58318,9467011,-93.289,44.335
963,58431,3193911,-76.697,40.096
964,58491,15649311,-76.308,39.739
965,58750,8225111,-86.419,39.485
966,58766,7150111,-92.491,44.032
967,59047,5702311,-85.844,38.222
968,59066,5702411,-85.889,38.183
969,59359,7353711,-85.911,38.053
970,59728,7072311,-96.043,46.29
971,59738,5270511,-108.484,45.773
972,59812,4836411,-96.546,32.837
973,59818,5729911,-96.937,32.726
974,59833,3713211,-85.346,34.253
975,60133,3115511,-97.106,33.197
976,60143,4834311,-71.407,41.861
977,60330,5617311,-97.359,31.859
978,60412,16861111,-97.315,31.055
979,60430,12582311,-123.481,46.969
980,60436,7972611,-84.86,39.08
981,60452,10715711,-84.867,39.091
982,60573,3000111,-98.575,29.352
983,60582,5616511,-98.381,29.257
984,60912,7039811,-90.911,47.531
985,61427,2985011,-78.366,41.067
986,66286,1050611,-91.364,35.26
987,66293,8017211,-87.036,37.926
988,66406,16658111,-85.038,33.407
989,66446,7415011,-85.035,33.412
990,66608,15560111,-83.604,32.485
991,67121,8500711,-83.398,34.041
992,67688,4852511,-96.111,31.89
993,67799,6772111,-92.779,45.03
994,67803,6785711,-92.91,44.796
995,67848,7248511,-87.427,39.924
996,68185,4147311,-87.423,39.527
997,68271,3930911,-94.942,29.377
998,68277,9132111,-94.932,29.378
999,68501,8183111,-87.333,37.915
1000,68507,8183011,-87.325,37.91
1001,68922,9123111,-94.436,32.396
1002,68928,8354711,-83.806,33.063
1003,69072,9751411,-84.919,34.709
1004,69112,4846411,-98.19,26.34
1005,69118,7908611,-98.399,26.208
1006,69121,6141711,-98.175,26.342
1007,69130,9116611,-97.731,32.334
1008,69133,6153011,-97.698,32.404
1009,69172,5649311,-101.422,32.273
1010,69178,5655711,-96.127,33.171
1011,69214,7910111,-101.36,35.696
1012,69220,13385011,-97.957,33.101
1013,69241,6364211,-97.409,32.399
1014,69244,9146511,-96.492,32.756
1015,69262,15040211,-84.692,32.589
1016,69334,7910611,-95.59,33.631
1017,69346,6431011,-95.557,33.697
1018,69352,4946011,-102.41,34.166
1019,69376,4030611,-101.74,33.524
1020,69382,5655211,-101.791,33.521
1021,69385,5655311,-101.841,33.604
1022,69394,4204911,-100.913,32.334
1023,69412,7910511,-95.521,30.436
1024,69418,9118811,-93.736,30.258
1025,69430,5730811,-93.877,30.022
1026,69442,6509111,-93.758,30.055
1027,69448,5731011,-93.772,30.044
1028,69493,4207311,-94.571,32.261
1029,69511,14748511,-95.011,30.419
1030,69517,4916711,-97.218,32.727
1031,69529,5863011,-97.135,28.895
1032,69535,6497211,-97.011,28.789
1033,69541,5023911,-99.508,27.568
1034,69547,5129311,-102.742,32.972
1035,69559,8240111,-76.604,39.266
1036,69599,6572611,-76.63,39.266
1037,69677,4744211,-76.042,40.928
1038,70486,7618511,-104.153,47.679
1039,70606,8286911,-77.663,36.454
1040,71211,7765611,-106.612,45.883
1041,71258,8011511,-86.909,41.721
1042,71270,8482611,-94.841,43.798
1043,71674,3881111,-76.665,41.07
1044,71738,3709711,-84.135,31.443
1045,71857,3881711,-75.108,40.796
1046,72790,7532111,-106.601,35.173
1047,73341,7851511,-107.597,45.764
1048,73719,5155011,-76.365,39.324
1049,73789,5154911,-76.514,39.238
1050,73815,3866111,-79.341,40.66
1051,74003,3038311,-71.17,41.642
1052,74041,1015511,-94.524,36.258
1053,74126,9516311,-95.13,47.544
1054,74186,2813011,-84.919,34.126
1055,74355,7458411,-71.426,42.904
1056,75199,6011511,-76.977,38.359
1057,75479,7945511,-75.821,38.488
1058,75499,7005011,-93.581,44.795
1059,75609,8150511,-104.74,47.054
1060,75665,6594411,-78.799,40.55
1061,75697,3981311,-97.27,30.148
1062,75703,3981411,-97.549,30.144
1063,75718,7255211,-86.198,39.712
1064,75789,3703111,-84.905,33.463
1065,75889,7744211,-85.419,38.738
1066,75943,4917811,-87.604,37.969
1067,76027,7003311,-92.683,43.799
1068,76223,976411,-92.792,33.565
1069,76359,13596111,-92.915,44.537
1070,76367,8171111,-119.808,45.693
1071,76384,3677911,-81.145,32.149
1072,76453,7363111,-87.768,38.372
1073,76483,8134411,-78.83,35.098
1074,76631,4962811,-96.511,45.307
1075,76720,6393811,-93.275,45.02
1076,77349,14748911,-96.994,30.024
1077,77364,8396211,-87.511,39.069
1078,77480,9138811,-95.623,29.473
1079,77807,9736811,-81.181,32.347
1080,77875,3711211,-81.171,32.356
1081,78026,6319411,-91.261,47.286
1082,78040,6760811,-81.934,38.979
1083,78261,8011011,-101.158,47.381
1084,78296,1119311,-92.868,34.298
1085,78329,6167711,-93.208,45.6
1086,78399,8087011,-100.886,46.868
1087,78740,2905911,-79.061,40.384
1088,78780,3005211,-79.197,40.514
1089,78800,3005111,-79.034,40.408
1090,78880,3968311,-102.326,31.84
1091,78889,13408111,-102.317,31.841
1092,78904,7838011,-92.153,46.735
1093,78916,6941511,-92.162,47.53
1094,78964,6949611,-93.431,44.786
1095,78976,6494211,-97.056,32.429
1096,78991,6389111,-96.675,32.321
1097,78997,6990811,-93.896,45.379
1098,79005,8162511,-93.555,45.296
1099,79034,3049111,-106.375,31.758
1100,79073,4020611,-94.641,32.377
1101,79097,6436111,-95.918,30.593
1102,79137,7957011,-87.024,41.218
1103,79822,15028311,-81.748,33.137
1104,79928,6413611,-76.867,38.668
1105,80877,7376611,-87.122,41.645
1106,81129,3853711,-80.42,40.634
1107,86157,4479311,-87.293,38.672
1108,86581,10714911,-86.451,38.801
1109,93418,4133511,-87.443,39.928
1110,100215,1032711,-111.588,32.922
1111,100395,998111,-111.789,32.904
1112,103152,4560611,-87.013,39.072
1113,103599,6493311,-97.522,25.913
1114,106710,1016511,-92.587,33.296
1115,107454,6633911,-77.272,37.293
1116,107538,6773811,-79.962,39.64
1117,107652,7384111,-86.24,43.254
1118,108286,7826111,-78.892,36.528
1119,108771,8172811,-83.845,43.639
1120,108888,8176711,-78.012,33.944
1121,109320,8199411,-89.679,40.541
1122,109396,8542611,-76.63,42.6
1123,109954,7392311,-74.025,40.84
1124,110044,4864511,-80.164,39.561
1125,0,7479811,-75.501,39.675
1126,17,9389811,-73.909,40.799
1127,65,9389711,-73.914,40.798
1128,144,7417511,-78.74,43.16
1129,214,7417011,-79.007,43.084
1130,400,7221911,-73.64,40.658
1131,723,7221211,-73.59,40.65
1132,752,10680511,-73.647,40.832
1133,798,7993311,-73.59,40.738
1134,909,8469711,-75.306,43.618
1135,944,8377511,-78.068,42.503
1136,967,7801011,-73.764,42.594
1137,1127,7844111,-74.199,40.592
1138,1208,7763311,-73.896,40.781
1139,1293,7982211,-73.906,40.789
1140,1345,12681711,-73.905,40.787
1141,1387,9333511,-73.951,40.754
1142,1635,9318011,-73.078,40.949
1143,1681,9316211,-73.293,40.786
1144,1699,10724011,-72.867,40.957
1145,1725,8123111,-73.387,40.734
1146,1761,8474611,-72.21,40.962
1147,1836,8123311,-73.106,40.786
1148,1857,8123211,-73.29,40.882
1149,1930,7942711,-72.39,41.09
1150,1943,7942611,-72.38,40.9
1151,2046,8504011,-78.93,42.97
1152,2134,7993711,-73.943,41.647
1153,2151,8539211,-76.45,43.495
1154,2209,7980711,-76.426,43.349
1155,2227,8123611,-73.942,41.277
1156,2278,7982111,-73.592,43.306
1157,2337,7968011,-75.442,44.726
1158,2413,15473111,-73.749,42.63
1159,2440,8427411,-74.38,41.4
1160,2484,7435811,-76.08,43.06
1161,2522,7982011,-76.115,43.005
1162,2546,7986111,-73.99,40.77
1163,2732,7995311,-73.953,40.768
1164,2909,7992311,-74.002,40.662
1165,2971,8039511,-74.023,40.65
1166,3555,9326011,-74.001,40.662
1167,4238,8038811,-73.98,40.7
1168,4261,8104811,-75.772,44.037
1169,4362,5615011,-97.068,36.144
1170,4388,8185511,-97.649,35.441
1171,4396,4508311,-81.074,32.299
1172,4409,16614911,-81.687,33.272
1173,4594,3426211,-81.041,33.98
1174,4640,4075711,-82.775,34.348
1175,4698,8332811,-81.33,34.264
1176,4790,6195711,-103.264,44.089
1177,4856,15647011,-96.991,42.897
1178,4868,7774911,-72.058,44.213
1179,4913,877111,-121.564,39.481
1180,4922,7956711,-85.739,40.053
1181,4982,4841211,-117.383,35.766
1182,5001,5506111,-84.967,39.838
1183,5041,896111,-105.216,39.76
1184,5078,4295211,-104.531,38.283
1185,5083,4456711,-108.735,39.137
1186,5089,2568111,-104.685,40.409
1187,5103,2761411,-102.243,39.357
1188,5115,4223411,-107.73,39.518
1189,5130,5298011,-97.457,41.83
1190,5142,6718911,-96.19,40.367
1191,5167,7460811,-100.195,41.422
1192,5172,6831111,-99.828,40.13
1193,5186,6516311,-86.656,36.269
1194,5260,6216811,-78.063,37.313
1195,5271,9047011,-79.892,37.777
1196,5305,4937411,-76.691,37.158
1197,5330,6743611,-77.241,38.695
1198,5438,6960911,-75.54,37.989
1199,5480,4039911,-77.431,37.456
1200,5520,4183011,-76.304,36.809
1201,5584,4195111,-77.13,38.801
1202,5629,7707611,-82.102,36.664
1203,5664,9049611,-76.71,37.949
1204,5698,7473111,-79.276,37.105
1205,5758,9093011,-81.962,37.175
1206,5779,5768811,-77.268,37.301
1207,5833,5040211,-76.302,36.77
1208,5881,8497311,-84.236,40.132
1209,5904,10698611,-84.293,41.516
1210,6095,9253611,-83.635,41.398
1211,6119,3950711,-81.766,40.849
1212,6271,7345511,-81.472,40.521
1213,6329,8250711,-81.713,41.465
1214,6472,8149311,-81.254,41.726
1215,6548,14755911,-84.106,41.408
1216,6644,7391611,-75.117,39.909
1217,6686,6719511,-74.328,40.461
1218,6764,7621611,-74.349,40.448
1219,6788,7620911,-74.401,40.492
1220,6884,7462211,-75.202,39.454
1221,6942,12741811,-75.095,39.45
1222,6990,8238011,-74.765,40.217
1223,7080,7604111,-74.921,40.68
1224,7220,7310911,-74.876,40.071
1225,7324,7514511,-74.443,39.366
1226,7410,8177011,-74.126,40.739
1227,7569,8174211,-74.169,40.062
1228,7723,7989511,-75.011,40.82
1229,7783,7548611,-74.275,40.676
1230,7797,7990111,-74.212,40.624
1231,7951,7906111,-74.266,40.601
1232,7996,7217311,-74.097,40.738
1233,8060,15658011,-74.094,40.654
1234,8348,7701011,-75.138,39.874
1235,8388,16662211,-75.156,39.871
1236,8452,17169211,-75.22,39.841
1237,8492,7445611,-90.984,30.188
1238,8532,7227011,-91.184,30.267
1239,8561,7449911,-91.256,30.274
1240,8647,7202911,-90.446,29.984
1241,8711,5608111,-89.977,29.934
1242,8730,7354711,-91.186,30.497
1243,8762,5718311,-93.127,30.201
1244,8786,7380711,-93.291,30.284
1245,8816,5836111,-92.081,32.688
1246,8876,16652211,-88.353,37.048
1247,8951,5343711,-86.792,37.963
1248,8981,15073911,-88.616,37.032
1249,9004,12657411,-99.362,38.93
1250,9076,4499711,-97.128,39.374
1251,9148,2975211,-98.056,37.12
1252,9244,3670511,-96.965,37.686
1253,9268,3670411,-96.972,37.679
1254,9308,4878111,-98.118,37.642
1255,9368,4538111,-94.899,38.812
1256,9382,3105611,-98.857,38.893
1257,9396,3119511,-98.844,38.899
1258,9403,5372811,-98.742,37.636
1259,9433,5444811,-97.35,37.268
1260,9449,5444311,-97.406,37.261
1261,9471,5414611,-95.47,37.637
1262,9506,4527711,-98.112,39.458
1263,9555,16605111,-94.639,37.631
1264,9577,4628011,-94.651,39.086
1265,9636,9615511,-101.037,39.403
1266,9643,3734911,-95.28,38.615
1267,9779,6595211,-75.361,39.843
1268,9788,4724511,-75.427,39.81
1269,9799,1019211,-87.49,31.582
1270,9840,1060811,-88.05,30.736
1271,9965,7441011,-86.358,33.327
1272,10932,7758611,-71.659,43.714
1273,10934,7868311,-71.68,44.328
1274,10936,7167411,-90.563,34.184
1275,10940,75711,-122.108,39.101
1276,10942,3270411,-120.936,39.936
1277,10944,8003011,-77.862,35.018
1278,10946,6252611,-89.086,32.03
1279,10972,5209211,-71.207,43.848
1280,10974,5209311,-71.197,43.836
1281,10976,3063711,-89.2,35.54
1282,10984,4843611,-75.308,40.1
1283,10988,8231311,-90.206,33.517
1284,11012,6314111,-90.419,32.846
1285,11018,7867011,-71.495,44.594
1286,11020,8482511,-95.565,46.592
1287,11024,4120011,-76.718,40.002
1288,11030,6465211,-76.877,40.264
1289,11032,6622011,-76.854,40.244
1290,11046,7301211,-72.378,43.344
1291,11050,7853911,-72.056,43.443
1292,11052,7301111,-71.577,43.287
1293,11066,6559611,-78.678,41.491
1294,11070,8219711,-75.394,39.825
1295,11082,8271811,-116.892,47.329
1296,11112,772011,-122.282,37.797
1297,11185,863611,-92.41,34.638
1298,11195,3878511,-77.083,41.722
1299,11203,5705711,-120.479,37.877
1300,11232,4736011,-76.2,40.711
1301,11245,3019411,-79.157,40.617
1302,11293,14216111,-121.313,38.835
1303,11313,14224811,-121.324,38.811
1304,11357,13483911,-117.172,33.738
1305,11369,17228711,-116.573,33.933
1306,11409,2541511,-116.173,33.676
1307,11417,15504311,-81.144,32.041
1308,11455,6559511,-75.127,39.967
1309,11457,6559811,-75.188,39.942
1310,11459,6597011,-75.133,39.914
1311,11465,1371711,-121.638,39.139
1312,11473,1371511,-121.64,39.137
1313,11495,6514911,-119.727,36.688
1314,11555,2684911,-75.628,38.634
1315,11585,947111,-116.386,44.953
1316,11611,4713411,-77.35,39.847
1317,11629,4713311,-76.99,39.908
1318,11720,13860411,-121.478,37.717
1319,11755,7940911,-81.098,28.129
1320,11790,1267311,-121.925,37.409
1321,11827,5450811,-77.01,41.24
1322,11833,575411,-122.176,37.458
1323,11849,4473111,-75.983,40.953
1324,11855,5452111,-75.517,40.633
1325,11867,17021811,-84.126,33.045
1326,11878,155811,-124.203,40.8
1327,11920,6339311,-89.662,37.384
1328,11927,492611,-119.229,35.723
1329,11937,295911,-119.372,35.166
1330,11964,6602011,-77.5,41.117
1331,12016,1589611,-119.163,34.198
1332,12017,1605311,-119.044,34.164
1333,12024,2986311,-76.676,39.985
1334,12096,6660711,-76.883,40.328
1335,12108,6464511,-76.917,40.217
1336,12137,10763611,-123.181,44.116
1337,12195,2878411,-74.79,40.176
1338,12198,6575511,-121.704,40.874
1339,12228,8411711,-121.695,40.872
1340,12288,6576611,-122.32,40.471
1341,12342,15498211,-84.547,30.911
1342,12362,3787211,-83.032,36.575
1343,12452,686311,-121.394,38.654
1344,12493,3769511,-77.663,39.942
1345,12502,6282311,-111.665,40.241
1346,12579,6598311,-96.372,30.648
1347,12595,14623611,-73.555,41.038
1348,12601,589911,-72.835,41.44
1349,12613,8049311,-76.78,35.862
1350,12619,7836711,-84.843,43.186
1351,12627,5215711,-84.907,43.401
1352,12645,537611,-80.159,26.287
1353,12649,716911,-80.204,26.069
1354,12669,6212111,-122.752,48.886
1355,12673,7087211,-85.999,42.82
1356,12681,7087011,-86.11,42.793
1357,12689,8062511,-84.725,45.005
1358,12691,7024811,-84.704,45.03
1359,12699,6335011,-84.72,45.03
1360,12711,8157711,-84.484,42.718
1361,12721,8493211,-79.83,36.33
1362,12741,8009611,-79.721,36.486
1363,12753,5689511,-83.038,42.451
1364,12755,919611,-80.747,26.577
1365,12795,13414411,-110.333,34.5
1366,12801,5749211,-85.854,42.731
1367,12815,2457411,-75.537,39.732
1368,12817,2425411,-75.627,39.731
1369,12829,2425311,-75.633,39.596
1370,12839,715611,-72.654,41.749
1371,12843,588711,-72.917,41.649
1372,12845,2673411,-72.635,41.75
1373,12859,589711,-72.627,41.925
1374,12877,8215811,-88.458,33.361
1375,12923,4151711,-85.493,42.962
1376,12925,4151611,-85.694,42.949
1377,12929,8148711,-94.647,35.193
1378,12931,9543911,-85.202,44.689
1379,12935,5857411,-76.63,39.27
1380,12941,5679711,-96.956,28.673
1381,12955,843011,-82.673,27.873
1382,12959,2744411,-82.662,28.003
1383,13011,8522911,-83.09,42.305
1384,13013,8171811,-83.052,42.369
1385,13021,8146111,-83.734,42.281
1386,13097,8491311,-78.996,34.59
1387,13101,7826311,-78.961,36.435
1388,13103,4994411,-88.456,46.756
1389,13107,1032911,-110.931,31.364
1390,13115,17307411,-104.721,41.123
1391,13123,4184811,-84.294,45.363
1392,13125,920711,-72.1,41.428
1393,13129,16708211,-72.064,41.525
1394,13131,8501611,-72.042,41.584
1395,13149,5216811,-83.893,45.068
1396,13153,8226611,-85.22,44.204
1397,13167,7731511,-81.037,35.432
1398,13173,7824811,-85.426,43.84
1399,13175,7870111,-89.567,46.765
1400,13189,7396111,-87.065,45.772
1401,13197,4856911,-86.29,44.217
1402,13231,2766111,-71.822,41.711
1403,13233,16734111,-71.926,41.661
1404,13243,10642211,-90.028,35.861
1405,13255,7593811,-93.208,39.121
1406,13259,6210511,-118.11,48.62
1407,13265,640811,-82.421,27.949
1408,13273,6620111,-83.62,43.153
1409,13396,8026411,-70.541,44.552
1410,13480,2599311,-88.35,39.798
1411,13543,5546111,-90.159,38.335
1412,13653,4702711,-90.514,40.549
1413,13673,4907511,-88.932,40.419
1414,13683,8139911,-88.891,39.87
1415,13782,8191211,-90.128,38.697
1416,13822,3955311,-89.685,38.742
1417,13849,5573711,-88.366,38.381
1418,13859,5974111,-67.547,44.675
1419,13875,946411,-87.823,41.777
1420,13905,1731811,-87.655,41.851
1421,13985,2701711,-87.731,42.115
1422,13995,10786111,-87.702,41.65
1423,14040,1944711,-88.463,38.666
1424,14058,1944811,-88.489,38.672
1425,14158,4707611,-90.0,38.216
1426,14198,4909511,-89.915,38.426
1427,14357,9731711,-88.271,41.891
1428,14563,5222111,-70.261,44.068
1429,14595,5223011,-70.163,44.432
1430,14603,5660411,-68.003,46.848
1431,14611,5662311,-68.435,46.636
1432,14635,5661711,-67.85,46.772
1433,14651,8177511,-115.011,36.041
1434,14665,7758511,-114.879,36.225
1435,14672,7756911,-114.92,36.343
1436,14707,8211211,-115.05,36.089
1437,14825,5823611,-70.334,43.656
1438,14834,5824011,-70.254,43.643
1439,14842,7946611,-70.353,43.686
1440,14947,5676911,-70.425,45.141
1441,14971,7718411,-68.628,45.254
1442,14987,5760811,-68.826,44.737
1443,15035,1946811,-89.524,38.607
1444,15075,2612711,-89.358,38.611
1445,15135,5431911,-89.124,41.324
1446,15177,3351111,-88.541,38.095
1447,15187,7807411,-90.614,39.449
1448,15219,4574611,-90.533,41.51
1449,15346,4639611,-90.567,39.823
1450,15412,4657211,-88.613,39.597
1451,15576,5039111,-89.071,41.92
1452,15665,2363611,-89.465,41.376
1453,15685,1845411,-87.686,39.392
1454,15705,1929611,-87.993,39.311
1455,16071,6703311,-102.471,41.092
1456,16085,920211,-82.341,27.955
1457,16275,6831311,-99.637,40.25
1458,16295,552811,-81.889,28.74
1459,16325,7321711,-116.967,46.426
1460,16364,6031211,-89.968,36.555
1461,16370,6031511,-90.051,36.234
1462,16396,922411,-81.761,26.632
1463,16456,6714511,-99.136,41.78
1464,16533,6727011,-97.018,42.228
1465,16539,7515011,-98.519,40.098
1466,16563,7515111,-98.451,40.328
1467,16670,5052711,-92.047,39.694
1468,16727,3532711,-80.475,25.476
1469,16757,3544911,-80.357,25.837
1470,16821,717311,-82.56,28.369
1471,16877,17750411,-103.731,35.184
1472,16883,7460011,-96.713,41.845
1473,16905,7460111,-96.916,41.988
1474,16911,7460411,-99.64,41.404
1475,16936,7460611,-99.386,41.289
1476,16942,7460711,-99.37,41.641
1477,16977,752411,-83.525,30.068
1478,17023,2798211,-80.931,29.016
1479,17028,2797211,-81.276,28.869
1480,17098,5105811,-95.846,40.388
1481,17146,5106711,-95.848,40.68
1482,17187,5106811,-96.179,40.676
1483,17198,1889311,-82.015,28.029
1484,17261,2312311,-81.848,28.028
1485,17295,5280711,-103.666,41.239
1486,17341,8216311,-89.045,31.244
1487,17380,2492511,-87.135,30.592
1488,17474,5783911,-118.241,33.764
1489,17478,6323111,-91.948,38.868
1490,17497,751411,-87.25,30.599
1491,17576,6321511,-90.391,36.759
1492,17591,7574511,-97.12,41.255
1493,17609,8294411,-84.292,38.991
1494,17670,5979211,-72.511,42.198
1495,17726,8389611,-72.591,42.091
1496,17732,6027911,-72.537,42.162
1497,17773,7767711,-100.65,40.221
1498,17779,7629411,-95.608,40.057
1499,17817,7630111,-96.96,40.627
1500,17848,6898611,-97.577,40.188
1501,17854,6911211,-96.706,42.116
1502,18029,2744511,-82.635,27.758
1503,18127,5204311,-94.381,37.857
1504,18134,7528911,-93.608,40.094
1505,18184,4879611,-88.029,43.045
1506,18214,537811,-82.548,27.483
1507,18229,1858311,-81.092,24.71
1508,18360,14992311,-88.267,44.276
1509,18363,6717811,-99.144,42.599
1510,18387,2754011,-81.554,28.69
1511,18395,7577211,-94.393,39.058
1512,18407,7577311,-94.38,39.106
1513,18429,7577411,-94.411,39.094
1514,18489,6718211,-97.184,40.135
1515,18569,6996211,-92.584,40.224
1516,18576,5099011,-98.42,40.584
1517,18582,5098411,-98.389,40.599
1518,18593,5175811,-73.206,42.443
1519,18594,7220511,-73.221,42.456
1520,18609,5175711,-73.235,42.336
1521,18705,6345611,-92.261,39.018
1522,18726,5851311,-71.448,42.14
1523,18921,7574011,-96.478,41.938
1524,18927,5339111,-94.3,37.177
1525,18946,6592611,-121.141,37.386
1526,19053,533611,-80.142,26.772
