,Facility_ID,Longitude,Latitude,GridX,GridY,NOX_Monthly,PEC_Monthly,SO2_Monthly,NH3_Monthly
0,6436311.0,-96.082,30.619,57.0,220.0,3.3240707040846345,3.0099397605925797,0.029574525019247084,4.897840174394846
1,4018411.0,-97.214,28.713,39.0,211.0,5.15669913983345,4.296687967765331,0.018008075642888432,2.445817287772894
2,4837411.0,-106.432,31.984,73.0,138.0,20.104311935663222,20.84444107682705,0.1904959012001753,2.7173609329104425
3,3968411.0,-95.636,29.479,46.0,224.0,7.460399124670029,10.323353766846656,0.09520413051992654,3.7765676328599453
4,4144811.0,-96.752,29.914,50.0,215.0,5.900138880944252,5.508482642483711,0.07633435560744256,5.441542856544256
5,3981511.0,-97.271,30.146,53.0,210.0,2.385699031358957,4.341830572718382,0.020199185762694104,3.9267321254611014
6,6498311.0,-94.619,32.018,70.0,231.0,5.741204121208191,2.4505183814048768,0.027690124845039098,5.42512652297616
7,13385811.0,-96.489,31.182,62.0,217.0,33.8043333492279,2.318043757326901,0.01904846834829077,9.084951565396786
8,7552911.0,-96.696,31.093,61.0,215.0,5.210503972113132,5.046387312662601,0.00965348789433483,8.671974307358264
9,7926611.0,-98.31,32.658,76.0,202.0,1.8754796698272227,0.524388655668497,0.0020307304638350616,1.1006993269532919
10,4930011.0,-102.57,34.185,91.0,170.0,2.994431415903568,2.275645320349932,0.004714510191301815,4.920010942330956
11,4862411.0,-94.066,30.057,52.0,236.0,115.57300655250549,102.9490349287033,1.420327466699481,8.188168513762951
12,7908711.0,-94.69,32.448,74.0,231.0,40.9850241153717,23.968362383651733,0.7535552849560976,4.736368160426617
13,4845611.0,-94.485,32.461,74.0,232.0,29.21550537071228,13.184058391213416,0.12620538078434765,4.083871596443653
14,3052111.0,-96.055,31.821,68.0,220.0,6.1919948531627655,1.8677847345381975,0.0054229970715008674,2.7838556907266376
15,4898511.0,-98.477,28.704,39.0,200.0,11.735901322174072,0.7281904542401433,3.3780180345654487,1.9466699935644864
16,5617211.0,-98.32,29.306,45.0,202.0,8.458948222267628,9.844783803069591,0.11563900406453757,5.302220664578676
17,4036111.0,-95.038,33.092,80.0,228.0,12.975692106556892,12.528124608778953,0.3101028461694717,14.877070703458786
18,4164411.0,-94.843,33.056,80.0,229.0,3.017741568285227,2.6233871059566733,0.06554857416339219,14.110530638480185
19,5745311.0,-101.748,35.299,101.0,177.0,11.617226297879219,12.776954755067825,0.09595950306728482,12.159194555962085
20,13408411.0,-97.061,30.567,56.0,212.0,2.578686630570888,4.566316725039482,0.017439203998167067,3.478385629534721
21,4204811.0,-97.063,30.566,56.0,212.0,2.578686630570888,4.566316725039482,0.017439203998167067,3.478385629534721
22,15628511.0,-96.955,31.475,65.0,213.0,8.825202384066582,8.164416149497033,0.06044426640132442,10.228190182435512
23,5650511.0,-96.253,31.424,64.0,218.0,24.194167259216307,6.200596310591697,0.0961190901517868,4.1491929753899575
24,6599611.0,-96.461,30.722,58.0,217.0,13.280983309864997,9.477852067637443,0.24743312461674213,8.632584657561779
25,5729111.0,-94.902,29.771,49.0,230.0,4.6634502648890015,6.46470034031868,0.05360701167946681,1.2012601797759532
26,5847411.0,-94.923,29.752,49.0,229.0,72.55385099344254,85.21985724678039,2.9756459992289543,8.024298555850983
27,5729511.0,-94.991,31.94,69.0,228.0,3.073866492587328,2.849161135098338,0.04038383407909423,5.330583743405342
28,16862411.0,-96.614,33.577,84.0,215.0,7.9315281010866165,7.391383339047431,0.05259727447377518,6.69047231901884
29,4018911.0,-98.14,29.624,48.0,203.0,44.66449703207016,55.18357093820572,0.4397585796430707,5.3972966836631295
30,7720411.0,-97.973,29.593,47.0,205.0,28.986196046161652,35.357809136009216,0.36801797989234325,7.116374632358551
31,14748411.0,-94.257,30.303,54.0,235.0,16.917886766052245,24.66610262289047,0.1820340119238943,1.2205047955691815
32,4925011.0,-95.046,29.626,48.0,228.0,79.59891073150635,106.71270202674866,1.3714271183788775,8.526223657000065
33,6429411.0,-95.11,29.816,50.0,228.0,24.65249715027809,33.79842005553245,0.453821956128627,4.508354714906216
34,6616311.0,-95.072,29.703,49.0,228.0,96.49437374954223,92.42734667472838,2.0883038088798522,6.407975629448891
35,4926511.0,-95.535,29.942,51.0,224.0,87.42941508636474,116.91310295963287,1.482589312532544,9.829687714362144
36,6422111.0,-95.177,29.725,49.0,227.0,122.79234451904296,133.9779085390091,1.6853840138107536,9.542443569231033
37,6510011.0,-95.232,29.719,49.0,227.0,122.79234451904296,133.9779085390091,1.6853840138107536,9.542443569231033
38,4057511.0,-95.121,29.837,50.0,228.0,24.65249715027809,33.79842005553245,0.453821956128627,4.508354714906216
39,7907811.0,-95.041,29.695,49.0,228.0,96.49437374954223,92.42734667472838,2.0883038088798522,6.407975629448891
40,6509911.0,-95.136,29.714,49.0,228.0,96.49437374954223,92.42734667472838,2.0883038088798522,6.407975629448891
41,4777911.0,-95.223,29.819,50.0,227.0,28.80604479446411,41.64278531513214,0.503797909437865,2.626944335103035
42,6429511.0,-95.067,29.626,48.0,228.0,79.59891073150635,106.71270202674866,1.3714271183788775,8.526223657000065
43,4927111.0,-97.991,29.781,49.0,204.0,30.73788628692627,30.353322520637512,0.9465990168750286,12.29325409773588
44,4863311.0,-96.101,32.124,71.0,220.0,12.391059828186034,11.097962473797798,0.14198936268277465,4.810313546669483
45,5655011.0,-98.372,30.558,56.0,201.0,1.84381957834661,1.8742633938252926,0.008191735481726936,0.08586923771090806
