,Facility_ID,Longitude,Latitude,GridX,GridY,NOX_Monthly,PEC_Monthly,SO2_Monthly,NH3_Monthly
0,8433511.0,-78.454,42.086,176.0,339.0,19304343.487930298,42640321.37489319,1220376.2762904167,3771243.678957224
1,7417811.0,-78.606,43.357,187.0,336.0,1339119.6211963892,2991158.0731272697,61250.87582124397,609016.7698055506
2,7417211.0,-78.854,43.048,184.0,335.0,33138086.893701553,51036459.425354004,1555292.1960800886,7708466.127562523
3,7762611.0,-79.003,43.083,184.0,333.0,69410252.8916359,147217888.90571594,2747160.6129169464,13710480.002260208
4,7222811.0,-73.648,40.826,172.0,374.0,87324047.41744995,94129016.36009216,2097300.931674242,13112411.15577221
5,7222111.0,-73.589,40.727,171.0,375.0,179013153.73191833,185973227.7683258,5599753.431272507,23760799.75233078
6,7221611.0,-73.648,40.618,170.0,375.0,11056604.210579395,12676041.383457184,335705.0666257739,1568525.1344025135
7,10680411.0,-73.568,40.65,171.0,375.0,179013153.73191833,185973227.7683258,5599753.431272507,23760799.75233078
8,7221311.0,-73.568,40.645,171.0,375.0,179013153.73191833,185973227.7683258,5599753.431272507,23760799.75233078
9,7223311.0,-73.499,40.746,172.0,375.0,117869282.80162811,127554439.93320465,3763305.911028385,15807707.352519035
10,8469511.0,-75.434,43.886,196.0,355.0,4509332.2915792465,24115694.358444214,239569.79931369424,2242462.0277166367
11,7801111.0,-73.85,42.57,187.0,369.0,26560938.82470131,45083856.64100647,849137.1818840504,2499146.507424116
12,7819511.0,-73.81,43.249,193.0,367.0,4450209.796410799,9612312.238740921,261980.34480661154,697323.6254453659
13,7952711.0,-74.16,41.12,174.0,370.0,59482832.19509125,64875810.08520126,1657678.8797557354,13685134.948825836
14,8175411.0,-73.966,41.206,175.0,371.0,38317551.02291107,52821685.589790344,1418248.50859344,5522241.953086853
15,9330411.0,-74.068,40.619,169.0,372.0,192947257.65838623,163270279.8231125,4363959.825450182,48433489.969825745
16,8310711.0,-73.785,40.647,170.0,374.0,104779120.80202103,92237382.7583313,3202386.155498028,19542077.58271694
17,8309011.0,-73.946,40.76,171.0,372.0,874872864.2807007,720154955.1750183,36841689.16654587,139640953.4620285
18,9333411.0,-73.761,40.611,170.0,374.0,104779120.80202103,92237382.7583313,3202386.155498028,19542077.58271694
19,7982311.0,-73.9,40.78,171.0,372.0,874872864.2807007,720154955.1750183,36841689.16654587,139640953.4620285
20,15488311.0,-72.94,40.814,173.0,379.0,35628462.66503334,52218734.85660553,1598891.2700772285,3901222.2634255886
21,9318211.0,-73.389,40.734,172.0,376.0,129635927.61554718,139897541.58096313,4842798.4718978405,18101648.652648926
22,9316311.0,-73.293,40.787,172.0,377.0,64044460.16407013,77877741.1977768,2888529.574549198,10354865.071606636
23,10749711.0,-72.376,41.106,177.0,382.0,21047886.72094345,20287732.678699493,257253.200340271,470360.61212718487
24,8121711.0,-73.34,40.92,173.0,376.0,59465302.925777435,72368123.09961319,2236450.4874408245,9696576.015365124
25,8452911.0,-73.129,40.917,174.0,377.0,35417739.34049606,38719461.743831635,975174.7217461467,4483662.954086065
