,Facility_ID,Longitude,Latitude,GridX,GridY,NOX_Monthly,PEC_Monthly,SO2_Monthly,NH3_Monthly
128,5655811.0,-101.433,35.667,104.0,179.0,14291937.079668045,9837639.236712456,72608.1369205378,9257949.649858475
129,4945211.0,-93.929,29.964,51.0,237.0,65608873.87390137,62592330.746269226,728033.7451323867,7242995.771026611
130,6445411.0,-93.884,29.954,51.0,238.0,64998280.93070984,41191755.55458069,467614.5895242691,1302743.8148394227
131,5611511.0,-93.972,29.865,50.0,237.0,42436760.08787155,40404746.73528671,785389.222446084,1644146.1579054594
132,6158311.0,-93.952,29.979,51.0,237.0,65608873.87390137,62592330.746269226,728033.7451323867,7242995.771026611
133,6382211.0,-101.886,33.585,85.0,175.0,124336060.08453369,118132963.31291199,846391.3164317608,12411545.325279236
134,16870811.0,-94.436,30.749,58.0,233.0,4839775.512474775,5913637.211751938,33478.48472809419,2051748.7198501825
135,5127311.0,-98.589,33.863,87.0,200.0,14034586.874985695,10470998.935353756,93436.81411016732,3978829.6533823013
136,5846511.0,-96.769,28.51,37.0,214.0,4115106.7950367928,4509610.737544298,101872.86536023021,2234485.0719094276
137,5633411.0,-96.54,28.649,39.0,216.0,5567094.787251949,6135261.172235012,161181.40660263598,2344153.8636624813
138,14749111.0,-94.74,31.369,64.0,230.0,17273630.16514778,22266721.234846115,259328.68772484362,8259042.578101158
139,6429211.0,-97.868,26.271,16.0,205.0,6405989.115822315,5431108.51893425,43184.944914188236,5410044.522947073
